miR	contrast	estimate	std.error	statistic	adj.p.value	Cluster
hsa-miR-4454 	Cluster4 - 1	0.534584341	0.24839188	2.152181226	0.063195207	C1
hsa-miR-4454 	Cluster5 - 1	0.137561023	0.252875904	0.543986282	0.651733182	C1
hsa-miR-4732-3p 	Cluster2 - 1	-0.491728886	0.289260663	-1.699950769	0.242993314	C1
hsa-miR-4732-3p 	Cluster3 - 1	0.127793513	0.300603555	0.425123093	0.933962407	C1
hsa-miR-4732-3p 	Cluster4 - 1	-0.021026857	0.298616985	-0.070414135	0.94387669	C1
hsa-miR-4732-3p 	Cluster5 - 1	0.067307962	0.304007683	0.221402173	0.933962407	C1
hsa-miR-206 	Cluster2 - 1	-0.098150614	0.281985966	-0.348069144	0.808726751	C1
hsa-miR-206 	Cluster3 - 1	0.604629414	0.293043592	2.063274645	0.140101606	C1
hsa-miR-206 	Cluster4 - 1	0.37463104	0.291106983	1.286918769	0.347164349	C1
hsa-miR-206 	Cluster5 - 1	0.008127878	0.296362109	0.027425497	0.978125279	C1
hsa-miR-10a-3p 	Cluster2 - 1	0.282760871	0.253650435	1.114765962	0.491145694	C1
hsa-miR-10a-3p 	Cluster3 - 1	0.475685247	0.26359693	1.804593279	0.23802855	C1
hsa-miR-10a-3p 	Cluster4 - 1	0.543440957	0.261854922	2.07535132	0.23802855	C1
hsa-miR-10a-3p 	Cluster5 - 1	0.053689933	0.266581983	0.201401205	0.840421674	C1
hsa-miR-625-5p 	Cluster2 - 1	-0.509621041	0.250578587	-2.033777293	0.14070284	C1
hsa-miR-625-5p 	Cluster3 - 1	0.216821403	0.260404624	0.832632692	0.578900769	C1
hsa-miR-625-5p 	Cluster4 - 1	0.149709202	0.258683713	0.578734551	0.703606739	C1
hsa-miR-625-5p 	Cluster5 - 1	-0.101707994	0.263353527	-0.386203271	0.777133272	C1
hsa-miR-483-5p 	Cluster2 - 1	0.39538876	0.275061781	1.437454373	0.529697089	C1
hsa-miR-483-5p 	Cluster3 - 1	0.135688036	0.285847887	0.474686162	0.803905061	C1
hsa-miR-483-5p 	Cluster4 - 1	0.117442508	0.283958831	0.413589913	0.803905061	C1
hsa-miR-483-5p 	Cluster5 - 1	0.492745522	0.289084917	1.70450097	0.529697089	C1
hsa-miR-4738-3p 	Cluster2 - 1	-0.497805539	0.280327822	-1.775797833	0.190098557	C1
hsa-miR-4738-3p 	Cluster3 - 1	-0.328280086	0.291320427	-1.126869438	0.371486537	C1
hsa-miR-4738-3p 	Cluster4 - 1	0.338133997	0.289395206	1.16841603	0.371486537	C1
hsa-miR-4738-3p 	Cluster5 - 1	0.10014757	0.29461943	0.339921811	0.733979548	C1
hsa-miR-4446-3p 	Cluster2 - 1	-0.671862188	0.27813888	-2.415563723	0.039677872	C1
hsa-miR-4446-3p 	Cluster3 - 1	0.423064919	0.289045649	1.463661261	0.205098398	C1
hsa-miR-4446-3p 	Cluster4 - 1	0.506086506	0.287135461	1.762535722	0.156506521	C1
hsa-miR-4446-3p 	Cluster5 - 1	0.070738631	0.292318892	0.24199131	0.808831476	C1
hsa-miR-4659b-3p 	Cluster2 - 1	-0.191806517	0.262784482	-0.729900469	0.660947842	C1
hsa-miR-4659b-3p 	Cluster3 - 1	0.347464598	0.273089153	1.272348585	0.40703008	C1
hsa-miR-4659b-3p 	Cluster4 - 1	0.386428844	0.271284415	1.424441739	0.386497381	C1
hsa-miR-4659b-3p 	Cluster5 - 1	0.215491076	0.2761817	0.780251104	0.660947842	C1
hsa-miR-411-3p 	Cluster2 - 1	-0.907977189	0.297823306	-3.048710997	0.007733108	C1
hsa-miR-411-3p 	Cluster3 - 1	0.179251772	0.309501969	0.579161976	0.898831804	C1
hsa-miR-411-3p 	Cluster4 - 1	0.07435533	0.307456592	0.24184009	0.898831804	C1
hsa-miR-411-3p 	Cluster5 - 1	-0.024763118	0.313006865	-0.079113659	0.936956441	C1
hsa-miR-766-5p 	Cluster2 - 1	-0.248674105	0.26924912	-0.923583723	0.495309622	C1
hsa-miR-766-5p 	Cluster3 - 1	0.261819047	0.279807292	0.935712022	0.495309622	C1
hsa-miR-766-5p 	Cluster4 - 1	0.235894614	0.277958156	0.848669517	0.495309622	C1
hsa-miR-766-5p 	Cluster5 - 1	-0.000397609	0.282975917	-0.001405098	0.998879146	C1
hsa-miR-331-3p 	Cluster2 - 1	0.019988801	0.258312809	0.077382154	0.938333446	C1
hsa-miR-331-3p 	Cluster3 - 1	0.696520552	0.268442131	2.594676735	0.047962284	C1
hsa-miR-331-3p 	Cluster4 - 1	0.549163067	0.266668103	2.05935041	0.099232206	C1
hsa-miR-331-3p 	Cluster5 - 1	0.171215438	0.271482053	0.630669451	0.640267762	C1
hsa-miR-193b-5p 	Cluster2 - 1	-0.209892612	0.263167911	-0.79756157	0.683345717	C1
hsa-miR-193b-5p 	Cluster3 - 1	0.191317522	0.273487618	0.699547289	0.683345717	C1
hsa-miR-193b-5p 	Cluster4 - 1	0.353229182	0.271680247	1.300165127	0.484533881	C1
hsa-miR-193b-5p 	Cluster5 - 1	0.251701383	0.276584677	0.910033722	0.683345717	C1
hsa-miR-329-3p 	Cluster2 - 1	-0.219985973	0.266041764	-0.82688511	0.638074517	C1
hsa-miR-329-3p 	Cluster3 - 1	0.341439175	0.276474164	1.234976785	0.434199571	C1
hsa-miR-329-3p 	Cluster4 - 1	0.366886947	0.274647056	1.335848825	0.434199571	C1
hsa-miR-329-3p 	Cluster5 - 1	0.212857233	0.279605044	0.761278233	0.638074517	C1
hsa-miR-766-3p 	Cluster2 - 1	-0.407855333	0.281137067	-1.450734823	0.294270952	C1
hsa-miR-766-3p 	Cluster3 - 1	0.188130663	0.292161406	0.643927154	0.577505932	C1
hsa-miR-766-3p 	Cluster4 - 1	0.461642047	0.290230626	1.590604177	0.279956651	C1
hsa-miR-766-3p 	Cluster5 - 1	-0.077373269	0.295469932	-0.26186512	0.793473885	C1
hsa-miR-3177-3p 	Cluster2 - 1	-0.553286309	0.269118769	-2.055918694	0.100057945	C1
hsa-miR-3177-3p 	Cluster3 - 1	0.431483457	0.27967183	1.54282059	0.24631714	C1
hsa-miR-3177-3p 	Cluster4 - 1	0.242999207	0.277823589	0.874652898	0.545644987	C1
hsa-miR-3177-3p 	Cluster5 - 1	0.143644529	0.282838921	0.507866912	0.679608122	C1
hsa-miR-1287-5p 	Cluster2 - 1	-0.385516428	0.238586401	-1.615835716	0.354710788	C1
hsa-miR-1287-5p 	Cluster3 - 1	0.21622751	0.247942184	0.872088432	0.638913702	C1
hsa-miR-1287-5p 	Cluster4 - 1	0.040868451	0.246303632	0.165927116	0.868244443	C1
hsa-miR-1287-5p 	Cluster5 - 1	-0.098238504	0.250749958	-0.391778745	0.772551889	C1
hsa-miR-885-5p 	Cluster2 - 1	-0.583085523	0.266644931	-2.186748954	0.190466722	C1
hsa-miR-885-5p 	Cluster3 - 1	-0.081740227	0.277100983	-0.294983532	0.911556206	C1
hsa-miR-885-5p 	Cluster4 - 1	-0.170121449	0.275269732	-0.618017273	0.911556206	C1
hsa-miR-885-5p 	Cluster5 - 1	-0.031134857	0.280238961	-0.111101102	0.911556206	C1
hsa-miR-139-5p 	Cluster2 - 1	0.138125297	0.292651002	0.471979579	0.903716311	C1
hsa-miR-139-5p 	Cluster3 - 1	0.359167341	0.304126842	1.180978764	0.677654639	C1
hsa-miR-139-5p 	Cluster4 - 1	0.395299713	0.302116987	1.308432594	0.677654639	C1
hsa-miR-139-5p 	Cluster5 - 1	0.460465072	0.307570868	1.497102356	0.677654639	C1
hsa-miR-3679-5p 	Cluster2 - 1	0.037179797	0.276507208	0.134462307	0.893061325	C1
hsa-miR-3679-5p 	Cluster3 - 1	0.259780549	0.287349994	0.904056217	0.758838112	C1
hsa-miR-3679-5p 	Cluster4 - 1	0.391848922	0.285451011	1.37273615	0.758838112	C1
hsa-miR-3679-5p 	Cluster5 - 1	0.213043429	0.290604035	0.733105542	0.758838112	C1
hsa-miR-23c 	Cluster2 - 1	-0.330404737	0.112641184	-2.933249867	0.006846132	C1
hsa-miR-23c 	Cluster3 - 1	0.398505069	0.117058227	3.40433202	0.001717235	C1
hsa-miR-23c 	Cluster4 - 1	0.081038381	0.116284635	0.696896719	0.486012957	C1
hsa-miR-23c 	Cluster5 - 1	0.187510015	0.11838383	1.58391576	0.141871213	C1
hsa-miR-4433b-3p 	Cluster2 - 1	-0.150552165	0.263394085	-0.571585215	0.709648027	C1
hsa-miR-4433b-3p 	Cluster3 - 1	-0.169781151	0.273722662	-0.620267061	0.709648027	C1
hsa-miR-4433b-3p 	Cluster4 - 1	0.179325444	0.271913736	0.659493877	0.709648027	C1
hsa-miR-4433b-3p 	Cluster5 - 1	0.255350125	0.276822382	0.922433089	0.709648027	C1
hsa-miR-6815-5p 	Cluster2 - 1	-0.165461338	0.260090253	-0.63616893	0.749710168	C1
hsa-miR-6815-5p 	Cluster3 - 1	-0.562519531	0.270289274	-2.081175928	0.237279307	C1
hsa-miR-6815-5p 	Cluster4 - 1	-0.532819035	0.268503039	-1.984405975	0.237279307	C1
hsa-miR-6815-5p 	Cluster5 - 1	-0.466871976	0.273350114	-1.707963349	0.293073315	C1
hsa-miR-543 	Cluster2 - 1	-0.536716789	0.296615185	-1.809471723	0.176618576	C1
hsa-miR-543 	Cluster3 - 1	0.408580027	0.308246473	1.325497817	0.370556194	C1
hsa-miR-543 	Cluster4 - 1	-0.194503782	0.306209393	-0.635198613	0.583810499	C1
hsa-miR-543 	Cluster5 - 1	-0.263493416	0.311737152	-0.845242266	0.497696563	C1
hsa-miR-5010-5p 	Cluster2 - 1	-0.671088975	0.266282981	-2.520209788	0.029668707	C1
hsa-miR-5010-5p 	Cluster3 - 1	0.038883221	0.276724841	0.140512217	0.974879134	C1
hsa-miR-5010-5p 	Cluster4 - 1	0.047441452	0.274896075	0.172579591	0.974879134	C1
hsa-miR-5010-5p 	Cluster5 - 1	0.135782441	0.279858559	0.485182379	0.974879134	C1
hsa-miR-1908-5p 	Cluster2 - 1	-0.564508866	0.28106261	-2.008480832	0.149444755	C1
hsa-miR-1908-5p 	Cluster3 - 1	-0.156542638	0.292084029	-0.535950692	0.657888572	C1
hsa-miR-1908-5p 	Cluster4 - 1	0.21853421	0.290153761	0.753166905	0.649380381	C1
hsa-miR-1908-5p 	Cluster5 - 1	0.001472482	0.29539168	0.004984846	0.996023578	C1
hsa-miR-326 	Cluster2 - 1	-0.131996927	0.286794576	-0.460249035	0.922039113	C1
hsa-miR-326 	Cluster3 - 1	0.342967008	0.298040765	1.150738585	0.500173922	C1
hsa-miR-326 	Cluster4 - 1	0.35513346	0.296071131	1.199486955	0.500173922	C1
hsa-miR-326 	Cluster5 - 1	0.289447544	0.301415871	0.960292974	0.561860582	C1
hsa-miR-320e 	Cluster2 - 1	0.33454496	0.122566985	2.729486728	0.032216635	C1
hsa-miR-320e 	Cluster3 - 1	-0.142454553	0.127373253	-1.11840241	0.376623562	C1
hsa-miR-320e 	Cluster4 - 1	0.093992871	0.126531493	0.742841711	0.572167841	C1
hsa-miR-320e 	Cluster5 - 1	0.042095348	0.128815667	0.326787482	0.743890071	C1
hsa-miR-433-3p 	Cluster2 - 1	-0.262291459	0.260195032	-1.008057139	0.538366231	C1
hsa-miR-433-3p 	Cluster3 - 1	0.296613751	0.270398162	1.096951803	0.538366231	C1
hsa-miR-433-3p 	Cluster4 - 1	0.03410441	0.268611207	0.1269657	0.89899048	C1
hsa-miR-433-3p 	Cluster5 - 1	0.08195389	0.273460235	0.299692166	0.89899048	C1
hsa-miR-1468-5p 	Cluster2 - 1	-0.749641747	0.281740983	-2.66074796	0.019772213	C1
hsa-miR-1468-5p 	Cluster3 - 1	0.439907663	0.292789003	1.502473309	0.266517148	C1
hsa-miR-1468-5p 	Cluster4 - 1	0.088422504	0.290854077	0.304009851	0.845752457	C1
hsa-miR-1468-5p 	Cluster5 - 1	0.108131058	0.296104637	0.365178536	0.845752457	C1
hsa-miR-1290 	Cluster2 - 1	0.709484138	0.140807777	5.038671533	2.73E-06	C1
hsa-miR-1290 	Cluster3 - 1	-0.265705436	0.146329328	-1.81580439	0.099527656	C1
hsa-miR-1290 	Cluster4 - 1	0.10599725	0.145362295	0.729193565	0.582545853	C1
hsa-miR-1290 	Cluster5 - 1	0.093523493	0.147986407	0.631973539	0.586148838	C1
hsa-miR-605-3p 	Cluster2 - 1	-1.08544605	0.289704133	-3.746739961	0.000470842	C1
hsa-miR-605-3p 	Cluster3 - 1	0.23387599	0.301064415	0.776830399	0.717808493	C1
hsa-miR-605-3p 	Cluster4 - 1	0.170588659	0.299074799	0.570387941	0.717808493	C1
hsa-miR-605-3p 	Cluster5 - 1	0.002515016	0.304473762	0.008260205	0.993410865	C1
hsa-miR-485-3p 	Cluster2 - 1	-0.342716899	0.284040134	-1.206579132	0.569626648	C1
hsa-miR-485-3p 	Cluster3 - 1	0.165870111	0.295178312	0.561931906	0.796014077	C1
hsa-miR-485-3p 	Cluster4 - 1	0.302758489	0.293227595	1.0325034	0.60412131	C1
hsa-miR-485-3p 	Cluster5 - 1	0.060656574	0.298521003	0.203190307	0.839023429	C1
hsa-miR-615-3p 	Cluster2 - 1	-0.225350013	0.286160979	-0.787493856	0.615943555	C1
hsa-miR-615-3p 	Cluster3 - 1	0.365336887	0.297382323	1.228509091	0.615943555	C1
hsa-miR-615-3p 	Cluster4 - 1	0.047678227	0.29541704	0.161392949	0.87181321	C1
hsa-miR-615-3p 	Cluster5 - 1	0.12100879	0.300749972	0.402356779	0.859373417	C1
hsa-miR-3131 	Cluster2 - 1	0.288480184	0.28456425	1.013761159	0.788218452	C1
hsa-miR-3131 	Cluster3 - 1	-0.068476054	0.29572298	-0.231554726	0.977648237	C1
hsa-miR-3131 	Cluster4 - 1	0.008232498	0.293768663	0.028023745	0.977648237	C1
hsa-miR-3131 	Cluster5 - 1	-0.055443183	0.299071839	-0.185384166	0.977648237	C1
hsa-miR-486-5p 	Cluster2 - 1	0.144992415	0.121913741	1.189303307	0.335105702	C2
hsa-miR-486-5p 	Cluster3 - 2	-0.419384974	0.120376191	-3.48395284	0.005132768	C2
hsa-miR-486-5p 	Cluster4 - 2	-0.263958372	0.119509602	-2.208679188	0.076348993	C2
hsa-miR-486-5p 	Cluster5 - 2	-0.094114427	0.121944766	-0.771779147	0.489343416	C2
hsa-miR-451a 	Cluster2 - 1	-0.172389926	0.13118636	-1.314084225	0.805530345	C2
hsa-miR-451a 	Cluster3 - 2	0.057348114	0.129531866	0.442733632	0.805530345	C2
hsa-miR-451a 	Cluster4 - 2	0.118865729	0.128599366	0.924310382	0.805530345	C2
hsa-miR-451a 	Cluster5 - 2	0.071207185	0.131219744	0.542656028	0.805530345	C2
hsa-miR-143-3p 	Cluster2 - 1	-0.713327482	0.106318951	-6.709316436	1.55E-10	C2
hsa-miR-143-3p 	Cluster3 - 2	1.050427619	0.104978079	10.00616154	0	C2
hsa-miR-143-3p 	Cluster4 - 2	0.524590787	0.104222341	5.033381321	1.40E-06	C2
hsa-miR-143-3p 	Cluster5 - 2	0.6824859	0.106346007	6.417597809	6.81E-10	C2
hsa-miR-191-5p 	Cluster2 - 1	-0.243580404	0.057533316	-4.233727902	0.000124401	C2
hsa-miR-191-5p 	Cluster3 - 2	0.271280255	0.056807718	4.775411919	2.03E-05	C2
hsa-miR-191-5p 	Cluster4 - 2	0.21411604	0.056398759	3.796467214	0.000515642	C2
hsa-miR-191-5p 	Cluster5 - 2	0.202002775	0.057547957	3.510164138	0.00116436	C2
hsa-let-7f-5p 	Cluster2 - 1	0.000551078	0.083281999	0.006617016	0.994721609	C2
hsa-let-7f-5p 	Cluster3 - 2	-0.071671484	0.082231665	-0.871580112	0.580713894	C2
hsa-let-7f-5p 	Cluster4 - 2	0.05697994	0.081639679	0.697944194	0.580713894	C2
hsa-let-7f-5p 	Cluster5 - 2	-0.127016292	0.083303193	-1.524746989	0.371949055	C2
hsa-miR-146a-5p 	Cluster2 - 1	-0.137629758	0.075394846	-1.825453145	0.124676907	C2
hsa-miR-146a-5p 	Cluster3 - 2	0.277355508	0.074443982	3.725694118	0.002045561	C2
hsa-miR-146a-5p 	Cluster4 - 2	0.242664083	0.07390806	3.283323685	0.005289091	C2
hsa-miR-146a-5p 	Cluster5 - 2	0.134662068	0.075414032	1.785636755	0.124676907	C2
hsa-let-7a-5p 	Cluster2 - 1	-0.05282468	0.084878824	-0.622354048	0.762623663	C2
hsa-let-7a-5p 	Cluster3 - 2	-0.008447511	0.083808351	-0.100795573	0.919730895	C2
hsa-let-7a-5p 	Cluster4 - 2	0.070484307	0.083205014	0.847116097	0.762623663	C2
hsa-let-7a-5p 	Cluster5 - 2	-0.053377834	0.084900424	-0.628711038	0.762623663	C2
hsa-miR-26a-5p 	Cluster2 - 1	0.025039734	0.061501734	0.407138669	0.854980538	C2
hsa-miR-26a-5p 	Cluster3 - 2	0.083466639	0.060726088	1.374477455	0.282616966	C2
hsa-miR-26a-5p 	Cluster4 - 2	0.083805125	0.060288921	1.390058478	0.282616966	C2
hsa-miR-26a-5p 	Cluster5 - 2	-0.043137571	0.061517386	-0.701225687	0.690441091	C2
hsa-miR-30e-5p 	Cluster2 - 1	-0.468802695	0.115878691	-4.04563332	0.000185944	C2
hsa-miR-30e-5p 	Cluster3 - 2	0.794155065	0.114417255	6.940868021	6.61E-11	C2
hsa-miR-30e-5p 	Cluster4 - 2	0.3874367	0.113593564	3.410727554	0.001342295	C2
hsa-miR-30e-5p 	Cluster5 - 2	0.588982692	0.11590818	5.081459217	2.19E-06	C2
hsa-miR-10b-5p 	Cluster2 - 1	0.345006607	0.098755851	3.4935308	0.001651352	C2
hsa-miR-10b-5p 	Cluster3 - 2	-0.418435647	0.097510364	-4.291191524	0.000193171	C2
hsa-miR-10b-5p 	Cluster4 - 2	-0.361171275	0.096808386	-3.730784994	0.001002582	C2
hsa-miR-10b-5p 	Cluster5 - 2	-0.216348968	0.098780983	-2.190188459	0.071793757	C2
hsa-miR-16-5p 	Cluster2 - 1	-0.283677858	0.177895593	-1.594631173	0.277696604	C2
hsa-miR-16-5p 	Cluster3 - 2	0.462101019	0.175652013	2.630775541	0.086366932	C2
hsa-miR-16-5p 	Cluster4 - 2	0.376986823	0.174387493	2.161776723	0.128483714	C2
hsa-miR-16-5p 	Cluster5 - 2	0.368598698	0.177940864	2.071467392	0.128483714	C2
hsa-miR-24-3p 	Cluster2 - 1	-0.397615211	0.091357683	-4.352290893	7.36E-05	C2
hsa-miR-24-3p 	Cluster3 - 2	0.550264917	0.0902055	6.100126027	1.46E-08	C2
hsa-miR-24-3p 	Cluster4 - 2	0.350701849	0.08955611	3.916001368	0.00031835	C2
hsa-miR-24-3p 	Cluster5 - 2	0.349031799	0.091380932	3.819525506	0.000352734	C2
hsa-miR-186-5p 	Cluster2 - 1	-0.421618806	0.130197176	-3.238309917	0.003094801	C2
hsa-miR-186-5p 	Cluster3 - 2	0.716102177	0.128555158	5.570388538	3.19E-07	C2
hsa-miR-186-5p 	Cluster4 - 2	0.471115068	0.127629688	3.691265524	0.001169756	C2
hsa-miR-186-5p 	Cluster5 - 2	0.429114615	0.130230309	3.295044133	0.003094801	C2
hsa-let-7g-5p 	Cluster2 - 1	-0.312528161	0.137900654	-2.266328357	0.059056559	C2
hsa-let-7g-5p 	Cluster3 - 2	0.339121189	0.136161481	2.490580941	0.047184318	C2
hsa-let-7g-5p 	Cluster4 - 2	0.332163541	0.135181253	2.457171632	0.047184318	C2
hsa-let-7g-5p 	Cluster5 - 2	0.349128309	0.137935747	2.531093768	0.047184318	C2
hsa-miR-30d-5p 	Cluster2 - 1	-0.254092998	0.059526086	-4.26859913	7.12E-05	C2
hsa-miR-30d-5p 	Cluster3 - 2	0.346252994	0.058775356	5.891125431	5.08E-08	C2
hsa-miR-30d-5p 	Cluster4 - 2	0.208625434	0.058352232	3.575277711	0.000912155	C2
hsa-miR-30d-5p 	Cluster5 - 2	0.262906859	0.059541234	4.415542652	5.53E-05	C2
hsa-miR-22-3p 	Cluster2 - 1	0.369984887	0.073009992	5.067592494	1.57E-06	C2
hsa-miR-22-3p 	Cluster3 - 2	-0.63589636	0.072089206	-8.820964959	0	C2
hsa-miR-22-3p 	Cluster4 - 2	-0.411812862	0.071570235	-5.753968252	5.63E-08	C2
hsa-miR-22-3p 	Cluster5 - 2	-0.316565676	0.073028572	-4.334819486	3.98E-05	C2
hsa-miR-101-3p 	Cluster2 - 1	0.016055532	0.121394125	0.132259549	0.894802907	C2
hsa-miR-101-3p 	Cluster3 - 2	-0.230010561	0.119863129	-1.918943399	0.450848955	C2
hsa-miR-101-3p 	Cluster4 - 2	-0.118720549	0.119000234	-0.99764971	0.688062024	C2
hsa-miR-101-3p 	Cluster5 - 2	-0.051655544	0.121425018	-0.425411047	0.838274117	C2
hsa-let-7i-5p 	Cluster2 - 1	-0.026678343	0.116930792	-0.228154983	0.819567665	C2
hsa-let-7i-5p 	Cluster3 - 2	0.253944031	0.115456086	2.199485872	0.280484437	C2
hsa-let-7i-5p 	Cluster4 - 2	0.129222398	0.114624917	1.127349979	0.493527565	C2
hsa-let-7i-5p 	Cluster5 - 2	0.193558899	0.116960549	1.654907584	0.327417256	C2
hsa-miR-140-3p 	Cluster2 - 1	-0.559098401	0.123608858	-4.523125691	3.37E-05	C2
hsa-miR-140-3p 	Cluster3 - 2	0.705371129	0.12204993	5.779365275	9.73E-08	C2
hsa-miR-140-3p 	Cluster4 - 2	0.276007269	0.121171292	2.277827233	0.04454116	C2
hsa-miR-140-3p 	Cluster5 - 2	0.531500667	0.123640314	4.298765091	6.23E-05	C2
hsa-miR-185-5p 	Cluster2 - 1	-0.187231217	0.136563239	-1.371022089	0.426611127	C2
hsa-miR-185-5p 	Cluster3 - 2	0.288861815	0.134840933	2.142241291	0.323905462	C2
hsa-miR-185-5p 	Cluster4 - 2	0.215465826	0.133870213	1.60951284	0.359292737	C2
hsa-miR-185-5p 	Cluster5 - 2	0.227309256	0.136597992	1.664074657	0.359292737	C2
hsa-miR-10a-5p 	Cluster2 - 1	0.276392378	0.094841385	2.914259201	0.012122239	C2
hsa-miR-10a-5p 	Cluster3 - 2	-0.355114334	0.093645266	-3.792122646	0.001027585	C2
hsa-miR-10a-5p 	Cluster4 - 2	-0.346270639	0.092971113	-3.724497074	0.001027585	C2
hsa-miR-10a-5p 	Cluster5 - 2	-0.159992471	0.09486552	-1.686518665	0.153293645	C2
hsa-let-7b-5p 	Cluster2 - 1	0.046142915	0.076727037	0.601390549	0.900172402	C2
hsa-let-7b-5p 	Cluster3 - 2	-0.077275136	0.075759373	-1.020007602	0.900172402	C2
hsa-let-7b-5p 	Cluster4 - 2	-0.009122415	0.075213981	-0.121286165	0.914746912	C2
hsa-let-7b-5p 	Cluster5 - 2	-0.037508335	0.076746563	-0.488729831	0.900172402	C2
hsa-miR-144-3p 	Cluster2 - 1	-0.399031945	0.188016794	-2.122320756	0.211250826	C2
hsa-miR-144-3p 	Cluster3 - 2	0.305782405	0.185645568	1.647130112	0.315052346	C2
hsa-miR-144-3p 	Cluster4 - 2	0.374771993	0.184309104	2.033388391	0.211250826	C2
hsa-miR-144-3p 	Cluster5 - 2	0.287951788	0.188064641	1.53113199	0.315052346	C2
hsa-miR-27a-3p 	Cluster2 - 1	-0.400239215	0.123469393	-3.241606713	0.004079413	C2
hsa-miR-27a-3p 	Cluster3 - 2	0.623616808	0.121912225	5.115293486	3.69E-06	C2
hsa-miR-27a-3p 	Cluster4 - 2	0.404960973	0.121034578	3.345828777	0.004079413	C2
hsa-miR-27a-3p 	Cluster5 - 2	0.383034689	0.123500814	3.101475013	0.004935099	C2
hsa-miR-223-3p 	Cluster2 - 1	-0.835061791	0.234587317	-3.559705622	0.000773866	C2
hsa-miR-223-3p 	Cluster3 - 2	1.773625346	0.231628753	7.657189885	4.11E-13	C2
hsa-miR-223-3p 	Cluster4 - 2	1.30707366	0.229961257	5.683886409	8.40E-08	C2
hsa-miR-223-3p 	Cluster5 - 2	1.208846626	0.234647015	5.151766471	1.02E-06	C2
hsa-miR-99a-5p 	Cluster2 - 1	0.039253206	0.091426416	0.429342066	0.953939148	C2
hsa-miR-99a-5p 	Cluster3 - 2	-0.05518917	0.090273366	-0.611356065	0.953939148	C2
hsa-miR-99a-5p 	Cluster4 - 2	-0.126139667	0.089623488	-1.407439836	0.953939148	C2
hsa-miR-99a-5p 	Cluster5 - 2	-0.043328848	0.091449683	-0.473799871	0.953939148	C2
hsa-miR-146b-5p 	Cluster2 - 1	-0.172347077	0.072077425	-2.391138104	0.038663023	C2
hsa-miR-146b-5p 	Cluster3 - 2	0.347807828	0.0711684	4.887110397	1.17E-05	C2
hsa-miR-146b-5p 	Cluster4 - 2	0.216840606	0.070656058	3.068959848	0.007333447	C2
hsa-miR-146b-5p 	Cluster5 - 2	0.234737663	0.072095767	3.255914631	0.005821745	C2
hsa-miR-27b-3p 	Cluster2 - 1	-0.174351469	0.089437316	-1.94942643	0.111247589	C2
hsa-miR-27b-3p 	Cluster3 - 2	0.352431041	0.088309353	3.990868808	0.000701404	C2
hsa-miR-27b-3p 	Cluster4 - 2	0.223559294	0.087673613	2.549903969	0.03636128	C2
hsa-miR-27b-3p 	Cluster5 - 2	0.235899149	0.089460077	2.63692093	0.03636128	C2
hsa-miR-21-5p 	Cluster2 - 1	0.076813896	0.086575832	0.887244097	0.956142739	C2
hsa-miR-21-5p 	Cluster3 - 2	-0.071806602	0.085483956	-0.840000924	0.956142739	C2
hsa-miR-21-5p 	Cluster4 - 2	-0.028332211	0.084868557	-0.33383637	0.956142739	C2
hsa-miR-21-5p 	Cluster5 - 2	-0.004763491	0.086597864	-0.055007025	0.956142739	C2
hsa-miR-100-5p 	Cluster2 - 1	0.270369076	0.106141184	2.547258898	0.027477321	C2
hsa-miR-100-5p 	Cluster3 - 2	-0.428257504	0.104802555	-4.086326934	0.00026003	C2
hsa-miR-100-5p 	Cluster4 - 2	-0.422671401	0.104048081	-4.062270032	0.00026003	C2
hsa-miR-100-5p 	Cluster5 - 2	-0.34124936	0.106168195	-3.214233398	0.004485031	C2
hsa-miR-25-3p 	Cluster2 - 1	-0.478855253	0.132072835	-3.62569073	0.001004093	C2
hsa-miR-25-3p 	Cluster3 - 2	0.555509062	0.130407161	4.259804883	0.00022189	C2
hsa-miR-25-3p 	Cluster4 - 2	0.272445756	0.129468359	2.104342388	0.071843771	C2
hsa-miR-25-3p 	Cluster5 - 2	0.488361831	0.132106445	3.696729798	0.001004093	C2
hsa-miR-423-5p 	Cluster2 - 1	0.374722186	0.1208977	3.09949806	0.003974293	C2
hsa-miR-423-5p 	Cluster3 - 2	-0.79674127	0.119372964	-6.674386224	3.91E-10	C2
hsa-miR-423-5p 	Cluster4 - 2	-0.510227993	0.118513598	-4.30522744	9.08E-05	C2
hsa-miR-423-5p 	Cluster5 - 2	-0.423419701	0.120928466	-3.501406364	0.001603827	C2
hsa-miR-320a-3p 	Cluster2 - 1	0.352018147	0.098322123	3.580253713	0.001193539	C2
hsa-miR-320a-3p 	Cluster3 - 2	-0.62639029	0.097082106	-6.45217038	1.64E-09	C2
hsa-miR-320a-3p 	Cluster4 - 2	-0.282830028	0.096383212	-2.93443249	0.0068203	C2
hsa-miR-320a-3p 	Cluster5 - 2	-0.381695049	0.098347145	-3.88109945	0.00055047	C2
hsa-miR-142-5p 	Cluster2 - 1	-0.692122041	0.143903211	-4.809635835	5.73E-06	C2
hsa-miR-142-5p 	Cluster3 - 2	0.986187241	0.142088335	6.940662923	6.61E-11	C2
hsa-miR-142-5p 	Cluster4 - 2	0.678638223	0.141065441	4.810804259	5.73E-06	C2
hsa-miR-142-5p 	Cluster5 - 2	0.668520703	0.143939832	4.644445492	9.54E-06	C2
